example_id,conv_id,target_tweet_id,target_author_id,target_created_ts,customer_message,prior_context,intent,intent_confidence,secondary_intent,resolution_observable,resolution_type,escalation_label,escalation_reason,noise_flag,ambiguity_flag,annotator_notes,sampling_bucket_primary,is_conflict,sample_slice,is_first_inbound,target_position,n_inbound_total,conv_tweets_total,n_brand_tweets_total,message_chars,message_words,has_brand_reply_after,reference_brand_reply,data_split,sample_source,includes_future_context,leakage_safe
BA_78616,78616,351534,199622,2017-10-08 15:10:53+05:30,"@British_Airways Hi there, trying to claim missing Avios on Car Rental made on https://t.co/ZHQNpxH7Zg (1/2)",,refund_or_compensation,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,compensation,FALSE,none,Claiming missing Avios from a car rental; passed to Executive Club team via DM.,refund_or_compensation,False,main,True,1,1,3,2,108,15,True,"@199622 Hi Paul, we can pass your details to our Executive Club team to look into. DM us your Executive Club number, email address, 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_787976,787976,2955812,815937,2017-11-29 22:43:28+05:30,"Domestic travel in RSA has become a nightmare @British_Airways poor service, bad customer relations, poor time management. This is highly unprofessional.",,contact_or_human_escalation_request,high,,APOLOGY_ONLY,empathy_only,ESCALATE,complaint_or_human_judgment,FALSE,none,RSA domestic service complaint; feedback to be passed to operator Comair.,contact_or_complaint,False,main,True,1,2,3,1,153,21,True,"@815937 We're really sorry to hear about your poor experience, Nkateko.  We'll ensure your comments are passed on to Comair, who operate these flights. ^Rach",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_794863,794863,2977895,821291,2017-10-31 18:45:16+05:30,Thanks Chris from @British_Airways Aviation safety &amp; procedures were the topic for your guest session today! @103321,,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Thanks for a guest safety session.,noise_or_off_topic,False,main,True,1,1,2,1,120,17,True,@821291 We're very pleased you enjoyed today. Thanks for your tweet. ^Oliver,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_796180,796180,2981705,822379,2017-10-31 19:49:29+05:30,@British_Airways - tried to collect avios from a flight taken less than 6 months ago but your system won't let me... can you help?,,refund_or_compensation,high,website_or_app_issue,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,compensation,FALSE,none,Cannot collect Avios from a flight under six months old; DM details requested.,refund_or_compensation,False,main,True,1,2,3,1,130,24,True,"@822379 Yes we can, Carly. DM us the booking reference or ticket number, your email and Exec number. ^Helen",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_797609,797609,2986423,178359,2017-10-31 20:28:05+05:30,"Hi @British_Airways, what time would you recommend arriving at EDI for a 7:30 flight to LHR on Saturday?",,information_or_policy,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Recommended arrival time at EDI; check-in closes 45 minutes before departure.,information_or_policy,False,main,True,1,1,2,1,104,18,True,"@178359 Hi Steve, check-in at the airport closes 45 minutes before departure. We hope you have a great flight! ^Jane",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_83067,83067,372293,204201,2017-10-09 03:26:29+05:30,Hey @British_Airways I left my Philips wireless headphones on the 6:05pm Arlanda-LHR seat 36 B.what are chances of locating them for return?,,baggage,high,,INFORMATION_PROVIDED,link_or_reference,ESCALATE,other,FALSE,none,Left headphones on board; lost-and-found process via form link.,seat_or_upgrade,True,borderline,True,1,1,3,2,140,22,True,"@204201 Hi Jack, sorry to hear you've left your personal belongings on board. Please click on 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_84220,84220,376701,205363,2017-10-09 05:06:51+05:30,"When you fly @British_Airways these days, you're treated to security infos by, amongst others, @1765. 
Well done, @117823.",,noise_or_off_topic_or_ack,high,,UNCLEAR,empathy_only,AUTO_HANDLE,,TRUE,none,Praise of the safety videos.,account_or_security,False,main,True,1,1,2,1,122,18,True,"@205363 We're glad you approve, Peter. Thanks for your feedback. ^Lolly",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_90675,90675,404202,123240,2017-10-10 03:13:07+05:30,@British_Airways I hope it haven’t dropped him in it... https://t.co/2HTKCvG54M,"[CUSTOMER @ 2017-10-09 23:20:12+05:30] Is the @VirginTrains automated announcer the same guy who does @British_Airways?
[BRAND @ 2017-10-10 02:43:01+05:30] @123240 If so, Alex, this could be a case of ""moonlighting"" and certainly frowned upon by the company! ^David S",noise_or_off_topic_or_ack,high,,UNRESOLVED,none,AUTO_HANDLE,,TRUE,other,Joke about the Virgin Trains announcer; no brand reply captured after this turn.,other,False,main,False,3,2,3,1,79,10,False,,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_95508,95508,426482,215471,2017-10-10 17:36:02+05:30,Why is that only half of your website has been updated to the new design @British_Airways? Surely you would launch a full update.,,website_or_app_issue,high,,INFORMATION_PROVIDED,direct_answer,AUTO_HANDLE,,FALSE,none,Only half of the website updated; brand says still rolling out.,website_or_app_issue,False,main,True,1,1,2,1,129,23,True,"@215471 Hi Matthew, we're still working on it and testing parts of our website. We hope this can be updated soon. ^JR",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_97522,97522,435329,218406,2017-10-10 21:53:25+05:30,@British_Airways Hey I’m having trouble at the moment logging into ‘manage my booking’ at the moment. Any ideas? 1/2,,website_or_app_issue,high,,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,none,Cannot log into Manage My Booking; moved to DM for lookup.,website_or_app_issue,False,main,True,1,2,4,2,116,19,True,"@218406 We can take a look for you. We're now following you. Please follow us back and send DM with your full name, booking reference and 1/2",golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
BA_98911,98911,442006,219806,2017-10-11 13:09:41+05:30,"@British_Airways Morning!I wanted to change my flight last night, but couldn't.Logged on this morning &amp; it's now R1000 more expensive. Help!",,booking_change_or_cancellation,medium,website_or_app_issue,HANDOFF_OUTCOME_OFF_THREAD,action_offered,ESCALATE,account_specific,FALSE,multi_intent,Tried to change the flight the night before but could not; now pricier; wants help. Reference reply truncated at 1/2.,booking_change_or_cancellation,False,main,True,1,4,10,6,144,21,True,@219806 Sorry you weren't able to change your booking last night. 1/2,golden_eval,conversations_parquet_2017_twcs_british_airways,False,True
